author_first,title,mag_name,paper_num
简泽,银行部门的市场化、信贷配置与工业重构;进口自由化、竞争与本土企业的全要素生产率——基于中国加入WTO的一个自然实验;市场竞争的创造性、破坏性与技术升级;,经济研究;经济研究;中国工业经济;,3
管七海,我国农林牧渔业短期贷款企业违约判别实证分析;建立我国贷款企业违约率测度的多维度分析体系研究;违约率评估因素与指标确定及其重要度排序实证研究;,金融论坛;金融论坛;金融论坛;,3
管卫华,中国区域经济发展差异及其原因的多尺度分析;,经济研究;,1
管汉晖,浮动本位兑换、双重汇率与中国经济:1870—1900;浮动本位兑换、双重汇率与中国经济:1870—1900;比较优势理论的有效性:基于中国历史数据的检验;20世纪30年代大萧条中的中国宏观经济;货币的非国家化:汉代中国的经历(前175—前144年);明代GDP及结构试探;,经济研究;经济研究;经济研究;经济研究;经济学(季刊);经济学(季刊);,6
管涛,四次人民币汇改的经验与启示;负利率能够治通缩吗?;评国际货币基金组织关于主权债务重组机制的新建议;,金融论坛;金融论坛;金融研究;,3
米地,自发性金融成长与多重均衡:西藏农行基层营业所发展问题研究;,金融研究;,1
米增渝,经济增长与收入不平等:财政均衡激励政策研究;,经济研究;,1
米献炜,产权界定与资源配置:科斯定理的再认识;,南开经济研究;,1
米运生,信贷资本配置效率与产权结构——基于中国商业银行的实证分析;,金融论坛;,1
米静毅,中小企业银行融资方案的新型设计——“关系贷款”及“银行辛迪加和相机治理”;,金融论坛;,1
粟芳,金融业过度投资的甄别及解释;,中国工业经济;,1
糜仲春,我国商业银行中小企业信贷风险评估体系的构建;,金融论坛;,1
索彦峰,货币政策立场指示器的实证研究——来自我国货币政策操作实践的证据;,南开经济研究;,1
綦好东,国有企业混合所有制改革:动力、阻力与实现路径;,管理世界;,1
綦建红,市场进入中的“跟随者”及其出口延迟时间:一个微观证据;,南开经济研究;,1
纪建悦,利益相关者关系与商业银行财务绩效——基于中国上市银行面板数据的经验分析;利益相关者关系与商业银行经营绩效的相关性;,金融论坛;金融论坛;,2
纪月清,从地块层面看农业规模经营——基于流转租金与地块规模关系的讨论;从地块层面看农业规模经营——基于流转租金与地块规模关系的讨论;从地块层面看农业规模经营——基于流转租金与地块规模关系的讨论;,管理世界;管理世界;管理世界;,3
纪洋,金融双轨制与利率市场化;利率市场化的影响、风险与时机——基于利率双轨制模型的讨论;,经济研究;经济研究;,2
纪福星,国有商业银行上市后面临的挑战及对策;国有商业银行“新网点主义”核心竞争力分析;,金融论坛;金融论坛;,2
经济增长前沿课题组,高投资、宏观成本与经济增长的持续性;国际资本流动、经济扭曲与宏观稳定——当前经济增长态势分析;经济增长、结构调整的累积效应与资本形成——当前经济增长态势分析;,经济研究;经济研究;经济研究;,3
维尔讷·贝克尔,欧洲货币联盟发展与欧元诞生四周年回顾;,金融论坛;,1
缪小林,转移支付对城乡公共服务差距的影响——不同经济赶超省份的分组比较;,经济研究;,1
缪莲英,P2P网络借贷中社会资本对借款者违约风险的影响——以Prosper为例;,金融论坛;,1
罗丹,粮食生产经营的适度规模:产出与效益二维视角;,管理世界;,1
罗仁福,村民自治、农村税费改革与农村公共投资;,经济学(季刊);,1
罗付岩,银行股权关联与公司多元化:理论与实证分析;银行关联对并购支付方式的影响;,金融评论;金融论坛;,2
罗仲伟,从“赋权”到“赋能”的企业组织结构演进——基于韩都衣舍案例的研究;,中国工业经济;,1
罗伟,金融市场分割、信贷失衡与中国制造业出口——基于效率和融资能力双重异质性视角的研究;金融市场分割、信贷失衡与中国制造业出口——基于效率和融资能力双重异质性视角的研究;中国对外直接投资区位分布及其决定因素——基于水平型投资的研究;,经济研究;经济研究;经济学(季刊);,3
罗传建,居民阶梯电价政策的技术创新诱导效应研究;,管理世界;,1
罗伯特·L.黑泽尔,美联储货币政策史;,金融评论;,1
罗伯特·蒙代尔,2001年“严复年度经济学纪念讲座”——新千年的汇率稳定问题;,经济学(季刊);,1
罗俊,走向真实世界的实验经济学——田野实验研究综述;,经济学(季刊);,1
罗党论,地方官员变更与企业风险——基于中国上市公司的经验证据;地方官员变更与地方债发行;中国民营上市公司制度环境与绩效问题研究;经济增长业绩与地方官员晋升的关联性再审视——新理论和基于地级市数据的新证据;,经济研究;经济研究;经济研究;经济学(季刊);,4
罗勇,中国制造业集聚程度变动趋势实证研究;基于超效率模型的中国商业银行效率评价;,经济研究;金融论坛;,2
罗宁,欧洲主权债务危机演进及对中资银行的启示;,金融论坛;,1
罗建国,我国企业管理的现状及发展对策;,世界经济文汇;,1
罗德明,南北技术转移、专利保护与经济增长;要素市场扭曲、资源错置与生产率;,经济研究;经济研究;,2
罗必良,科斯定理:反思与拓展——兼论中国农地流转制度改革与选择;博弈均衡、要素品质与契约选择——关于佃农理论的进一步思考;经济转型、制度变迁与农村经济发展——中国农村经济发展高层论坛综述;,经济研究;经济研究;经济研究;,3
罗文波,金融结构深化、适度市场规模与最优经济增长——基于资本形成动态博弈路径的理论分析与经验证据;,南开经济研究;,1
罗明忠,中国农业转型发展:经验、启示与展望——首届农业经济理论前沿论坛综述;商业银行人力资源管理中的潜规则及其运用;我国商业银行人力资源需求选择的微观行为决策;我国商业银行人力资源供给的制约因素分析;商业银行人力资源供给与需求的均衡分析;,经济研究;金融论坛;金融论坛;金融论坛;金融论坛;,5
罗春坪,重庆贫困山区金融发展与风险防范问题探索;,金融论坛;,1
罗来军,融资歧视、市场扭曲与利润迷失——兼议虚拟经济对实体经济的影响;,经济研究;,1
罗林,《政府债务机制研究》;,金融论坛;,1
罗楚亮,经济增长、收入差距与农村贫困;农村贫困的动态变化;城镇居民教育收益率及其分布特征;经济转轨、不确定性与城镇居民消费行为;城乡分割、就业状况与主观幸福感差异;,经济研究;经济研究;经济研究;经济研究;经济学(季刊);,5
罗正英,融资约束、市场化进程与货币政策利率传导效应——基于我国上市公司投资行为的实证检验;金融生态环境、银行结构与银企关系的贷款效应——基于中小企业的实证研究;,金融评论;金融评论;,2
罗浩,自然资源与经济增长:资源瓶颈及其解决途径;,经济研究;,1
罗涛,不确定经济环境下稳增长目标的贯彻与地方投资战略;,经济学(季刊);,1
罗润东,劳动力失业效应分解模型;我国政治经济学理论研究的现状与趋势;“新经济”因素对企业组织模式影响研究——以天津市软件企业发展为例;论我国劳动力竞争状况与政府就业目标差异;,南开经济研究;南开经济研究;南开经济研究;南开经济研究;,4
罗炜,处置效应与风险投资机构:来自IPO公司的证据;代理成本与公司自愿性披露;,经济研究;经济研究;,2
罗煜,地区执法水平对中国区域金融发展的影响;,经济研究;,1
罗玮,反洗钱体系建立与运行中群体理性的丧失与恢复;,金融论坛;,1
罗琦,控股股东道德风险与公司现金策略;现金股利与资本结构动态调整;,经济研究;金融评论;,2
罗畅,清乾隆至宣统年间的经济周期——以开封、太原粮价数据为中心;,经济学(季刊);,1
罗知,进口商品价格波动对城镇居民消费支出的影响;,经济研究;,1
罗美娟,核心企业、证券市场与产业成长的机制分析;,南开经济研究;,1
罗良文,"立足国内,放眼国际,聚力共促低碳经济发展——首届低碳经济论坛(武汉)综述;",经济研究;,1
罗若愚,我国区域间企业集群的比较及启示;,南开经济研究;,1
罗荣华,股权分置、后股权分置与股市波动性;股权分置、后股权分置与股市波动性;,金融评论;金融评论;,2
罗超平,西部大开发、城乡一体化与新型城镇化——“中国西部开发研究联合体第10届学术年会(2015)”综述;,管理世界;,1
罗进辉,独立董事地理距离对公司代理成本的影响;,中国工业经济;,1
罗金华,自然遗产地多价值管理研究;,管理世界;,1
罗长远,附加值贸易:基于中国的实证分析;外国直接投资、国内资本与投资者甄别机制;FDI与国内资本:挤出还是挤入;,经济研究;经济研究;经济学(季刊);,3
罗阳,商业银行经营模式选择与效率提升路径;,金融论坛;,1
罗雨泽,高新技术产业TFP由何而定?——基于微观数据的实证分析;我国移动通信产业发展路径区域差异及扩散机制研究;中国电信投资经济效应的实证研究;外商直接投资的空间外溢效应:对中国区域企业生产率影响的经验检验;,管理世界;经济研究;经济研究;经济学(季刊);,4
罗顺均,后发追赶背景下“引智”学习促进企业升级的机制研究——基于珠江钢琴1987~2013年嵌套式纵向案例分析;,管理世界;,1
翁君奕,竞争、不确定性与企业间技术创新合作;,经济研究;,1
翁清云,我国商业银行碳金融实践的现状评价与发展对策;,金融论坛;,1
翟伟丽,中国股票市场投资者交易偏好及其对股价波动的影响;,金融评论;,1
翟林瑜,信息、投资者行为与资本市场效率;上市公司的财务政策与绩效;,经济研究;经济学(季刊);,2
翟淑萍,业绩预期压力、高管股权激励与企业投资不足;融资约束、系统风险与资产定价;,金融论坛;金融论坛;,2
翟胜宝,控股股东股权质押与审计师风险应对;,管理世界;,1
翟金林,国际银行业信用风险监管分析;,南开经济研究;,1
耿中元,货币流通速度和产出变动的动态一般均衡分析;,经济学(季刊);,1
耿丹丹,私人银行业务法律问题研究;商业银行个人住房转按揭贷款法律问题研究;短信银行服务发展现状及相关法律问题研究;防范关联交易风险  保护银行债权安全;,金融论坛;金融论坛;金融论坛;金融论坛;,4
耿嘉川,寿险合同持续期的实证研究:一个契约的视角;,南开经济研究;,1
耿川东,宏观调控政策对房地产项目现金流及偿债能力的影响;,金融论坛;,1
耿建新,金融风险的信息质量特征与我国金融会计制度改革;,金融论坛;,1
耿志祥,人口老龄化、资产价格与资本积累;,经济研究;,1
耿曙,中国地方领导任期与政府行为模式:官员任期的政治经济学;,经济学(季刊);,1
聂名华,中国发展境外直接投资的比较优势分析;,世界经济文汇;,1
聂桂平,声誉风险视角下商业银行服务收费问题分析;,金融论坛;,1
聂永忠,国有商业银行总分行的组织效率——基于公司治理视角的研究;企业激励理论与国有商业银行内部收入分配制度改革;,金融论坛;金融论坛;,2
聂海峰,城镇居民的间接税负担:基于投入产出表的估算;间接税归宿对城乡居民收入分配影响研究;城镇居民间接税负担的演变;高考录取机制的博弈分析;,经济研究;经济学(季刊);经济学(季刊);经济学(季刊);,4
聂辉华,政企合谋与矿难:来自中国省级面板数据的证据;契约不完全一定导致投资无效率吗?——一个带有不对称信息的敲竹杠模型;企业:一种人力资本使用权交易的粘性组织;腐败对效率的影响:一个文献综述;最优农业契约与中国农业产业化模式;政企合谋与经济发展;产权理论遭遇的挑战及其演变——基于2000年以来的最新文献;,经济研究;经济研究;经济研究;金融评论;经济学(季刊);经济学(季刊);南开经济研究;,7
肖争艳,中国城镇家庭财产水平研究:基于行为的视角;,经济研究;,1
肖作平,我国个人住房消费影响因素研究:理论与证据;制度和人力资本对家庭金融市场参与的影响研究——来自中国民营企业家的调查数据;我国住房公积金缴存比例的影响因素研究——基于34个大中城市的经验证据;,经济研究;经济研究;经济研究;,3
肖俊极,中国乘用车行业的纵向一体化与横向共谋实证分析;消费税和燃油税的有效性比较分析;非价格策略与消费者购买行为——以会员积分制为例;中国民航业价格竞争实证分析;,经济学(季刊);经济学(季刊);经济学(季刊);南开经济研究;,4
肖兴志,中国垄断产业改革与发展40年:回顾与展望;产业组织理论研究的新领域、新问题与新方法——2012年产业组织前沿问题研讨会综述;安全规制波动对煤炭生产的非对称影响研究;产业组织学研究的理论前沿与现实关切——“2010年中国产业组织前沿论坛”综述;中国最优产业结构:理论模型与定量测算;,经济与管理研究;经济研究;经济研究;经济研究;经济学(季刊);,5
肖军,中国股市价值反转投资策略有效性实证研究;,经济研究;,1
肖利平,国外技术引进与本土创新增长:互补还是替代——基于异质吸收能力的视角;,中国工业经济;,1
肖北溟,国内商业银行个人金融产品若干问题研究;国内商业银行个人金融产品若干问题研究;国有商业银行信贷评级模型的构建及实证检验;宏微观分析相结合的信贷风险预测模型研究;商业银行个人金融产品的比较及策略分析;,金融论坛;金融论坛;金融论坛;金融论坛;金融论坛;,5
肖小和,中国票据市场发展指数的构建与省市应用分析;票据融资与货币信贷市场的相关性研究;全国性票据市场建设方案与路径研究;,金融论坛;金融论坛;金融论坛;,3
肖小虹,包容型领导对一线员工服务创新的影响研究;包容型领导对一线员工服务创新的影响研究;,管理世界;管理世界;,2
肖峻,基金业绩与资金流量:我国基金市场存在“赎回异象”吗?;股市周期与基金投资者的选择;,经济研究;经济学(季刊);,2
肖崎,银行同业业务发展现状及风险分析;,金融论坛;,1
肖振宇,系统重要性银行定义及其风险防范;系统重要性银行定义及其风险防范;,金融论坛;金融论坛;,2
肖明,管理层能力对企业并购的影响研究;管理层能力对企业并购的影响研究;,管理世界;管理世界;,2
肖晶,中小金融机构的发展缓解了中小企业融资约束吗?——基于地区制度环境差异化的研究;破除银行业垄断能够缓解中小企业融资约束吗?;,金融论坛;南开经济研究;,2
肖智,软集合在商业银行客户价值评价中的应用;,金融论坛;,1
肖欣荣,私募基金的管理规模与最优激励契约;激励契约、规模报酬递减与组织形式演进:以公募基金和私募基金为例;市场间相互冲击、收益率传导及跨市场资产配置策略——中国内地、中国的香港地区、美国三地市场检验;金融投资理论:一种基于动物精神和宏观对冲的框架;,经济研究;南开经济研究;南开经济研究;南开经济研究;,4
肖永杰,商业银行集团客户信贷风险管理研究;,金融论坛;,1
肖泽忠,中国上市公司资本结构的影响因素和股权融资偏好;,经济研究;,1
肖洪广,有效信贷需求不足与商业银行经营战略选择;,金融论坛;,1
肖璞,中国系统重要性银行的评价指标、评估与有效监管;,金融论坛;,1
肖盛峰,流动性与组合收益交叉序列相关的关系研究;,金融评论;,1
肖立晟,中国国际投资头寸表失衡与金融调整渠道;克服浮动恐惧  增强汇率弹性——“8.11”汇改一周年回顾与展望;,经济研究;金融评论;,2
肖经建,消费者金融行为、消费者金融教育和消费者福利;,经济研究;,1
肖继辉,业绩排名与预期风险调整——考虑报酬激励与解职风险交互影响的新证据;,经济学(季刊);,1
肖舟,基于博弈论的信贷制度变迁分析;,金融论坛;,1
肖艺,商业银行会计业务处理模式变迁的操作风险及其防范;,金融论坛;,1
肖芸,财政分权框架下的财政政策和货币政策;,经济研究;,1
肖芸茹,论不确定条件下的风险决策;,南开经济研究;,1
肖萌,中国货币当局资产负债表分析;,金融评论;,1
胡一帆,中国国有企业民营化绩效研究;竞争、产权、公司治理三大理论的相对重要性及交互关系;,经济研究;经济研究;,2
胡丹,试论国有商业银行的法人治理结构;,金融论坛;,1
胡乃武,增发融资的股价效应与市场前景;,金融研究;,1
胡亚兰,保险代理公司业务转型趋势——以湖北省代理公司业务转型为例;,管理世界;,1
胡亦琴,"构筑外贸屏障,提高国际竞争力——国外农业外贸政策措施及启示;",世界经济文汇;,1
胡俊芳,警惕亚洲经济危机的卷土重来;,世界经济文汇;,1
胡关金,浮动佣金制下客户交易行为的实证研究;,经济研究;,1
胡军,通胀惯性、通胀预期与我国通货膨胀的空间特征——基于空间动态面板模型;,经济学(季刊);,1
胡剑波,中国对外贸易增长与隐含碳排放脱钩关系研究;,管理世界;,1
胡召平,商业银行资源配置中的行业评价方法比较;“2011年工行博士后论坛”观点摘要;,金融论坛;金融论坛;,2
胡吉祥,国有企业上市对绩效的影响:一种处理效应方法;,经济学(季刊);,1
胡向婷,地方保护主义对地区产业结构的影响——理论与实证分析;,经济研究;,1
胡国晖,宏观经济波动、信用倾向与中小企业融资方式——基于中小上市公司的实证分析;,金融论坛;,1
胡培兆,政治经济学要进入社会;,经济研究;,1
胡奕明,金融资产配置动机:“蓄水池”或“替代”?——来自中国上市公司的证据;关于税、资本收益与劳动所得的收入分配实证研究;大贷款人角色:我国银行具有监督作用吗?;金融期权衍生技术的新发展;,经济研究;经济研究;经济研究;金融研究;,4
胡婉旸,学区房的溢价究竟有多大:利用“租买不同权”和配对回归的实证估计;,经济学(季刊);,1
胡婕,我国商业银行服务渠道竞争力与网点转型研究——来自中国工商银行某基层行贵宾理财中心建设的实践;新企业会计准则体系的特征及其对银行业的影响;2006年上半年工行、中行、建行、交行经营态势比较研究;金融双语;金融双语;,金融论坛;金融论坛;金融论坛;金融论坛;金融论坛;,5
胡安俊,中国制造业转移的机制、次序与空间模式;,经济学(季刊);,1
胡宏兵,我国保险业区域发展路径和模式选择——基于情景模式分析法的实证研究;保险业竞争力测评的理论、方法与实证分析——基于中、日、韩、新四国比较的研究;,金融评论;金融评论;,2
胡定核,从山东诸城模式解析国有中小企业改制;,金融研究;,1
胡家勇,试论社会主义市场经济理论的创新和发展;中国道路与中国经济学家——读《影响新中国60年经济建设的100位经济学家》;“市场经济中的政府职能”研讨会综述;,经济研究;经济研究;经济研究;,3
胡小文,利率市场化对数量型与价格型货币政策效应的影响;,金融论坛;,1
胡峰,跨国并购的盈利可能性:一个经济学分析框架;,南开经济研究;,1
胡彬,“强县扩权”的体制困境:行政层级间的博弈;,中国工业经济;,1
胡德龙,中国特色社会主义政治经济学的理论探索与体系构建——全国第十届马克思主义经济学发展与创新论坛暨第六届《资本论》与当代经济问题学术研讨会综述;,经济研究;,1
胡必亮,村庄信任与标会;,经济研究;,1
胡志军,中国总体收入基尼系数的估计:1985—2008;,经济学(季刊);,1
胡志浩,隐含波动率文献综述;,金融评论;,1
胡志鹏,“稳增长”与“控杠杆”双重目标下的货币当局最优政策设定;中国货币政策的价格型调控条件是否成熟?——基于动态随机一般均衡模型的理论与实证分析;,经济研究;经济研究;,2
胡怀国,经济转轨中的公平与效率——读《包容性发展与社会公平政策的选择》;,经济研究;,1
胡怀邦,项目融资:西部大开发中一种高效的融资方式;,金融研究;,1
胡挺,中国商业银行海外并购经济后果研究——以招商银行并购永隆银行为例;,金融论坛;,1
胡援成,美元贬值对中国通货膨胀的影响:传导途径及其效应;高管薪酬、业绩与胜任力识别:一项行为金融实验——来自我国2012年沪深两市的经验证据;上市公司财务困境预测模型的再比较;,经济研究;经济学(季刊);经济学(季刊);,3
胡敏,中国商业银行声誉风险经济资本的度量;,金融论坛;,1
胡新华,国债收益率曲线构建的国际比较研究——兼论商业银行人民币收益率曲线的构建;结构性衍生产品的定价和风险管理技术;国际互换和衍生产品协会;金融双语  债务抵押证券;,金融论坛;金融论坛;金融论坛;金融论坛;,4
胡旭阳,创始人政治身份与家族企业控制权的代际锁定;,中国工业经济;,1
胡昌生,反馈交易、交易诱导与资产价格行为;投资者情绪:理性与非理性;异质信念与资产价格异常波动性;投资者情绪:理性与非理性;,经济研究;金融评论;金融评论;金融评论;,4
胡明,厘清后危机时代经济学的“实证”——基于方法论演变的比较分析;,经济研究;,1
胡昭玲,国际垂直专业化分工与贸易:研究综述;战略性贸易政策及其适用条件评述;,南开经济研究;南开经济研究;,2
胡晔,经营透明化与银行名誉风险管理;当前国有商业银行员工重视的激励因素;从公司治理角度探讨国有商业银行资金管理机制再造;按市场原则构建风险管理机制与管理理念——澳大利亚联邦银行风险管理机制与文化考察及启示;,金融论坛;金融论坛;金融论坛;金融论坛;,4
胡景北,农业土地制度和经济发展机制:对二十世纪中国经济史的一种理解;,经济学(季刊);,1
胡月晓,我国金融机构的组织规模、空间分布与效率改进;,金融论坛;,1
胡李鹏,中国基础设施存量的再测算;A股上市公司公开增发和定向增发的公告效应;,经济研究;金融论坛;,2
胡杰,VaR与CVaR在商业银行风险度量中的比较分析及应用;,金融论坛;,1
胡永刚,扭曲、企业家精神与中国经济增长;财政政策规则、预期与居民消费——基于经济波动的视角;股票财富、信号传递与中国城镇居民消费;内生增长、政府生产性支出与中国居民消费;劳动调整成本、流动性约束与中国经济波动;,经济研究;经济研究;经济研究;经济研究;经济研究;,5
胡洁,国际生产分割、专业服务与失业:发展中国家观点;引进外资与失业:新经济地理观;,南开经济研究;南开经济研究;,2
胡浩,银行公司金融业务发展趋势与支持实体经济发展;“一带一路”建设与大型商业银行战略转型;,金融论坛;金融论坛;,2
胡海峰,创业资本投资过程中的契约安排:理论回顾与展望;,南开经济研究;,1
胡珺,非正式制度、家乡认同与企业环境治理;,管理世界;,1
胡祖光,联合确定基数合约:对魏茨曼模型的一个改进;基尼系数理论最佳值及其简易计算公式研究;,经济研究;经济研究;,2
胡祖铨,中央对地方转移支付与地方征税努力——来自中国财政实践的证据;,经济学(季刊);,1
胡秋阳,产业分工与劳动报酬份额;回弹效应与能源效率政策的重点产业选择;,经济研究;经济研究;,2
胡章宏,中国上市公司A股和H股价差的实证研究;,经济研究;,1
胡翠,基于“贸易引致学习”的出口获益研究;对外负债与经济增长;人口老龄化对储蓄率影响的实证研究——来自中国家庭的数据;中国制造业生产率的变化:资源重置效应还是自增长效应?;,经济研究;经济研究;经济学(季刊);南开经济研究;,4
胡联,我国建档立卡面临精英俘获的挑战吗?;,管理世界;,1
胡聪慧,价格时滞、投机性需求与股票收益;有限注意、行业信息扩散与股票收益;,管理世界;经济学(季刊);,2
胡艳,新发展理念下中国区域经济——“首届全国区域经济学博士后论坛”观点综述;,中国工业经济;,1
胡芳,信贷营销与市场开拓和风险防范双重目标的协调;,金融论坛;,1
胡茂祥,商业银行“1+X”营销的成效、问题与配套措施——来自工商银行宁波分行的营销实践;,金融论坛;,1
胡莹,资本充足率、存款准备金率与货币政策银行信贷传导——基于银行业市场结构的分析;,南开经济研究;,1
胡金焱,农户信贷需求的影响因素——基于农户调查的实证研究;中国股票市场弱有效性的三种统计检验;,金融论坛;世界经济文汇;,2
胡阳,金融衍生品对商业银行信贷风险控制的影响研究;,金融论坛;,1
胡鞍钢,考虑环境因素的省级技术效率排名(1999—2005);,经济学(季刊);,1
胡颖,中国股份制商业银行声誉管理能力——以5家上市银行为例;,金融论坛;,1
胡颖之,中国住宅销售价格对居民消费的影响;,经济学(季刊);,1
臧文斌,中国城镇居民基本医疗保险对家庭消费的影响;城镇基本医疗保险中逆向选择的检验;,经济研究;经济学(季刊);,2
臧旭恒,利率杠杆与居民消费—储蓄替代关系分析;,南开经济研究;,1
舒元,我国省际技术进步及其空间扩散分析;中国经济增长模型的设定:1952—1998;,经济研究;经济研究;,2
舒幼冬,市场化与人民币汇率的有管理浮动;,金融研究;,1
舒萍,影响台湾经济走势的内外部因素分析;,南开经济研究;,1
艾传涛,商业银行的“内部控制”与“内部人控制”比较分析;,金融论坛;,1
艾德荣,回应政府质疑:一个自然的不可能性或一个不合理的合作假设;职权结构、产权和经济停滞:中国的案例;,经济学(季刊);经济学(季刊);,2
艾洪德,建设东北区域金融中心的城市选址:实证分析;个人信用制度:借鉴与完善;,金融论坛;金融研究;,2
艾献军,证券公司操作风险及其管理;投资银行并购研究;,南开经济研究;南开经济研究;,2
花中东,上市公司债务结构会影响投资效率吗?;,金融评论;,1
苏冬蔚,商业银行社会网络与微型金融可持续发展;股票流动性、股价信息含量与CEO薪酬契约;股权激励、盈余管理与公司治理;宏观经济因素与公司资本结构变动;噪声交易与市场质量;我国上市公司可持续发展的计量模型与实证分析;流动性与资产定价:基于我国股市资产换手率与预期收益的实证研究;多元化经营与企业价值:我国上市公司多元化溢价的实证分析;,经济研究;经济研究;经济研究;经济研究;经济研究;经济研究;经济研究;经济学(季刊);,8
苏剑,经济发展的内在逻辑和正确路径——写在林毅夫《新结构经济学》出版之际;,经济研究;,1
苏启林,市场冲击、要素扭曲配置与生产率损失——基于出口企业订单波动的经验研究;上市公司家族控制与企业价值;,经济研究;经济研究;,2
苏坤,国有金字塔层级对公司风险承担的影响——基于政府控制级别差异的分析;,中国工业经济;,1
苏存,微观金融的困境:对农村信用社定位问题的思考;,金融研究;,1
苏峻,关系型借贷与中小企业融资;,金融论坛;,1
苏庆义,中国省级出口的增加值分解及其应用;,经济研究;,1
苏志庆,知识贸易、技术进步与经济增长;,经济研究;,1
苏振东,异质性企业、产品生命周期与企业动态国际化战略选择;,南开经济研究;,1
苏明,大宗商品价格波动与中国信贷市场运行分析;,金融论坛;,1
苏明政,我国上市商业银行系统重要性评估与影响因素研究——基于预期损失分解视角;,南开经济研究;,1
苏星,两个二十年——学习全面建设小康社会的体会;,经济研究;,1
苏杭,要素禀赋与中国制造业产业升级——基于WIOD和中国工业企业数据库的分析;要素禀赋与中国制造业产业升级——基于WIOD和中国工业企业数据库的分析;,管理世界;管理世界;,2
苏梽芳,新常态下中国经济发展的路径和政策选择——中国宏观经济学术研讨会(2016)综述;中国的通货膨胀惯性与通货膨胀不确定性——基于有限理性NKPC模型的分析;,经济研究;金融评论;,2
苏治,通货膨胀目标制是否有效?——来自合成控制法的新证据;,经济研究;,1
苏罡,上交所与银行间国债市场的新券效应及比较;,金融论坛;,1
苏薪茗,银行理财产品是庞氏骗局吗?——基于中国银行业理财产品市场的实证分析;,金融论坛;,1
苑涛,调整中的全球经济与贸易——第四届贸易与发展国际学术会议综述;,南开经济研究;,1
苗健,风险基金组织与技术创新;,南开经济研究;,1
苗文龙,金融中介、信息生产与金融风险膨胀新解;,金融评论;,1
苗鑫民,信息传递、公司结构与股票收益可预测性——基于有限注意的视角;,金融论坛;,1
苟红军,商业银行分支机构企业网银业务发展研究;商业银行跨境贸易人民币结算业务研究;工商银行个人网上银行业务发展问题研究;,金融论坛;金融论坛;金融论坛;,3
范从来,益贫式增长与中国共同富裕道路的探索;宏观问题之微观证据与微观研究之宏观价值——第五届宏观经济政策与微观企业行为学术研讨会综述;探索中国特色社会主义共同富裕道路;适应性学习与中国通货膨胀非均衡分析;拓展“宏观经济政策与微观企业行为”研究——第二届“宏观经济政策与微观企业行为”学术研讨会综述;信贷量经济效应的期限结构研究;乡镇企业产权制度改革模式与股权结构的研究;,经济研究;经济研究;经济研究;经济研究;经济研究;经济研究;经济研究;,7
范伟强,中国商业银行竞争力评估与比较;,南开经济研究;,1
范兆斌,文化距离对“一带一路”国家文化产品贸易效率影响的随机前沿分析;,南开经济研究;,1
范剑勇,地方债务、土地市场与地区工业增长;房价水平、差异化产品区位分布与城市体系;产品同质性、投资的地方保护与国内产品市场一体化测度;地区间产业分布的本地市场效应及其对区域协调发展的启示;经济地理与地区间工资差异;产业集聚与地区间劳动生产率差异;美国早期制造业集中的转变及其对中国西部开发的启示;,经济研究;经济研究;经济研究;经济研究;经济研究;经济研究;经济研究;,7
范南,Creditmetric模型及其对我国银行信用风险管理的借鉴;,金融论坛;,1
范子英,为买房而储蓄——兼论房产税改革的收入分配效应;“营改增”的减税效应和分工效应:基于产业互联的视角;政治关联与经济增长——基于卫星灯光数据的研究;部长的政治关联效应与财政转移支付分配;税收竞争、税收执法与企业避税;财政分权、转移支付与国内市场整合;对阿马蒂亚·森的饥荒理论的理解及验证:来自中国的数据;政企合谋与企业逃税:来自国税局长异地交流的证据;为何大饥荒发生在粮食主产区?;关于大饥荒研究中的几个问题;为何1959—1961年大饥荒终结于1962年;经济作物、食物获取权与饥荒:对森的理论的检验;,管理世界;经济研究;经济研究;经济研究;经济研究;经济研究;经济研究;经济学(季刊);经济学(季刊);经济学(季刊);经济学(季刊);经济学(季刊);,12
范存会,中国Bt抗虫棉的收益、成本和影响;,经济学(季刊);,1
范小云,银行导向的存款保险体系——一个适用于欠发达国家的存款保险制度;我国金融机构的系统性风险贡献测度与监管——基于边际风险贡献与杠杆率的研究;机构投资者行为与新兴市场的货币危机传染;货币投机性冲击的加剧与扩散机制;,经济学(季刊);南开经济研究;南开经济研究;南开经济研究;,4
范小雯,我国证券公司股权结构与治理缺陷;,南开经济研究;,1
范庆泉,动态环境税外部性、污染累积路径与长期经济增长——兼论环境税的开征时点选择问题;从生产性财政支出效率看规模优化:基于经济增长的视角;,经济研究;南开经济研究;,2
范建军,关于政府铸币税收入的理论探讨;,金融研究;,1
范彦君,商业银行差异化资本监管研究;,金融论坛;,1
范德胜,基于期望效用—熵模型的我国外汇储备结构优化研究;,金融评论;,1
范志勇,开放条件下中国收入增长的效率及结构特征:1981—2010;中国通货膨胀是工资成本推动型吗?——基于超额工资增长率的实证研究;中国通货膨胀是工资成本推动型吗?——基于超额工资增长率的实证研究;,经济研究;经济研究;经济研究;,3
范承泽,FDI对国内企业技术创新影响的理论与实证研究;,经济研究;,1
范欣,基础设施建设打破了国内市场分割吗?;,经济研究;,1
